Group,Day,Method,Actions,Returns,Conversion Rate
173,72,B,9,6,0.666666666666667
173,73,A,6,0,0
173,73,B,6,4,0.666666666666667
173,74,A,4,0,0
173,74,B,4,2,0.5
173,75,A,6,1,0.166666666666667
173,75,B,6,1,0.166666666666667
173,76,A,7,0,0
173,76,B,7,1,0.142857142857143
173,77,A,8,1,0.125
173,77,B,8,1,0.125
173,78,A,4,1,0.25
173,78,B,4,1,0.25
173,79,A,10,2,0.2
173,79,B,10,5,0.5
173,80,A,10,4,0.4
173,80,B,10,2,0.2
173,81,A,4,0,0
173,81,B,4,0,0
173,82,A,7,1,0.142857142857143
173,82,B,7,4,0.571428571428571
173,83,A,8,1,0.125
173,83,B,8,4,0.5
173,84,A,8,3,0.375
173,84,B,8,3,0.375
173,85,A,11,4,0.363636363636364
173,85,B,11,3,0.272727272727273
173,86,A,5,0,0
173,86,B,5,0,0
173,87,A,10,1,0.1
173,87,B,10,6,0.6
173,88,A,9,3,0.333333333333333
173,88,B,9,4,0.444444444444444
173,89,A,5,1,0.2
173,89,B,5,2,0.4
174,0,A,9,3,0.333333333333333
174,0,B,9,3,0.333333333333333
174,1,A,5,2,0.4
174,1,B,5,2,0.4
174,2,A,8,2,0.25
174,2,B,8,1,0.125
174,3,A,7,2,0.285714285714286
174,3,B,7,4,0.571428571428571
174,4,A,12,7,0.583333333333333
174,4,B,12,4,0.333333333333333
174,5,A,8,1,0.125
174,5,B,8,3,0.375
174,6,A,8,4,0.5
174,6,B,8,0,0
174,7,A,11,1,0.090909090909091
174,7,B,11,3,0.272727272727273
174,8,A,6,2,0.333333333333333
174,8,B,6,3,0.5
174,9,A,10,3,0.3
174,9,B,10,0,0
174,10,A,8,0,0
174,10,B,8,0,0
174,11,A,7,1,0.142857142857143
174,11,B,7,0,0
174,12,A,4,0,0
174,12,B,4,0,0
174,13,A,9,1,0.111111111111111
174,13,B,9,3,0.333333333333333
174,14,A,9,0,0
174,14,B,9,5,0.555555555555556
174,15,A,9,5,0.555555555555556
174,15,B,9,2,0.222222222222222
174,16,A,12,0,0
174,16,B,12,7,0.583333333333333
174,17,A,10,3,0.3
174,17,B,10,4,0.4
174,18,A,5,2,0.4
174,18,B,5,1,0.2
174,19,A,9,5,0.555555555555556
174,19,B,9,2,0.222222222222222
174,20,A,4,0,0
174,20,B,4,0,0
174,21,A,13,4,0.307692307692308
174,21,B,13,3,0.230769230769231
174,22,A,12,6,0.5
174,22,B,12,3,0.25
174,23,A,10,2,0.2
174,23,B,10,2,0.2
174,24,A,11,6,0.545454545454545
174,24,B,11,0,0
174,25,A,11,2,0.181818181818182
174,25,B,11,2,0.181818181818182
174,26,A,9,4,0.444444444444444
174,26,B,9,3,0.333333333333333
174,27,A,11,6,0.545454545454545
174,27,B,11,4,0.363636363636364
174,28,A,6,3,0.5
174,28,B,6,0,0
174,29,A,9,4,0.444444444444444
174,29,B,9,0,0
174,30,A,9,4,0.444444444444444
174,30,B,9,3,0.333333333333333
174,31,A,9,5,0.555555555555556
174,31,B,9,4,0.444444444444444
174,32,A,4,1,0.25
174,32,B,4,0,0
174,33,A,9,0,0
174,33,B,9,3,0.333333333333333
174,34,A,11,2,0.181818181818182
174,34,B,11,4,0.363636363636364
174,35,A,6,0,0
174,35,B,6,1,0.166666666666667
174,36,A,4,1,0.25
174,36,B,4,0,0
174,37,A,10,3,0.3
174,37,B,10,3,0.3
174,38,A,11,2,0.181818181818182
174,38,B,11,5,0.454545454545455
174,39,A,9,1,0.111111111111111
174,39,B,9,0,0
174,40,A,6,0,0
174,40,B,6,3,0.5
174,41,A,11,3,0.272727272727273
174,41,B,11,3,0.272727272727273
174,42,A,11,5,0.454545454545455
174,42,B,11,0,0
174,43,A,7,1,0.142857142857143
174,43,B,7,3,0.428571428571429
174,44,A,4,1,0.25
174,44,B,4,0,0
174,45,A,4,1,0.25
174,45,B,4,1,0.25
174,46,A,8,2,0.25
174,46,B,8,2,0.25
174,47,A,5,2,0.4
174,47,B,5,1,0.2
174,48,A,9,0,0
174,48,B,9,4,0.444444444444444
174,49,A,7,2,0.285714285714286
174,49,B,7,0,0
174,50,A,5,3,0.6
174,50,B,5,2,0.4
174,51,A,10,0,0
174,51,B,10,2,0.2
174,52,A,4,2,0.5
174,52,B,4,1,0.25
174,53,A,8,3,0.375
174,53,B,8,4,0.5
174,54,A,8,4,0.5
174,54,B,8,4,0.5
174,55,A,7,0,0
174,55,B,7,3,0.428571428571429
174,56,A,10,4,0.4
174,56,B,10,2,0.2
174,57,A,11,5,0.454545454545455
174,57,B,11,1,0.090909090909091
174,58,A,10,1,0.1
174,58,B,10,6,0.6
174,59,A,5,2,0.4
174,59,B,5,1,0.2
174,60,A,8,3,0.375
174,60,B,8,1,0.125
174,61,A,5,0,0
174,61,B,5,2,0.4
174,62,A,9,3,0.333333333333333
174,62,B,9,5,0.555555555555556
174,63,A,9,0,0
174,63,B,9,5,0.555555555555556
174,64,A,9,5,0.555555555555556
174,64,B,9,1,0.111111111111111
174,65,A,5,1,0.2
174,65,B,5,2,0.4
174,66,A,6,3,0.5
174,66,B,6,1,0.166666666666667
174,67,A,12,0,0
174,67,B,12,3,0.25
174,68,A,12,7,0.583333333333333
174,68,B,12,1,0.083333333333333
174,69,A,11,2,0.181818181818182
174,69,B,11,0,0
174,70,A,10,1,0.1
174,70,B,10,6,0.6
174,71,A,5,0,0
174,71,B,5,0,0
174,72,A,9,0,0
174,72,B,9,5,0.555555555555556
174,73,A,6,0,0
174,73,B,6,2,0.333333333333333
174,74,A,7,4,0.571428571428571
174,74,B,7,1,0.142857142857143
174,75,A,9,4,0.444444444444444
174,75,B,9,1,0.111111111111111
174,76,A,6,1,0.166666666666667
174,76,B,6,1,0.166666666666667
174,77,A,11,5,0.454545454545455
174,77,B,11,5,0.454545454545455
174,78,A,11,0,0
174,78,B,11,6,0.545454545454545
174,79,A,13,3,0.230769230769231
174,79,B,13,2,0.153846153846154
174,80,A,12,6,0.5
174,80,B,12,0,0
174,81,A,9,3,0.333333333333333
174,81,B,9,5,0.555555555555556
174,82,A,7,3,0.428571428571429
174,82,B,7,4,0.571428571428571
174,83,A,13,6,0.461538461538462
174,83,B,13,7,0.538461538461538
174,84,A,6,3,0.5
174,84,B,6,3,0.5
174,85,A,13,8,0.615384615384615
174,85,B,13,4,0.307692307692308
174,86,A,4,0,0
174,86,B,4,1,0.25
174,87,A,10,2,0.2
174,87,B,10,5,0.5
174,88,A,11,3,0.272727272727273
174,88,B,11,2,0.181818181818182
174,89,A,9,3,0.333333333333333
174,89,B,9,3,0.333333333333333
175,0,A,14,1,0.071428571428572
175,0,B,14,9,0.642857142857143
175,1,A,20,7,0.35
175,1,B,20,2,0.1
175,2,A,14,0,0
175,2,B,14,3,0.214285714285714
175,3,A,18,10,0.555555555555556
175,3,B,18,3,0.166666666666667
175,4,A,18,4,0.222222222222222
175,4,B,18,3,0.166666666666667
175,5,A,14,11,0.785714285714286
175,5,B,14,3,0.214285714285714
175,6,A,21,18,0.857142857142857
175,6,B,21,3,0.142857142857143
175,7,A,10,8,0.8
175,7,B,10,5,0.5
175,8,A,21,11,0.523809523809524
175,8,B,21,0,0
175,9,A,8,1,0.125
175,9,B,8,5,0.625
175,10,A,20,12,0.6
175,10,B,20,1,0.05
175,11,A,16,16,1
175,11,B,16,3,0.1875
175,12,A,12,0,0
175,12,B,12,1,0.083333333333333
175,13,A,19,6,0.31578947368421
175,13,B,19,1,0.052631578947369
175,14,A,21,15,0.714285714285714
175,14,B,21,12,0.571428571428571
175,15,A,19,2,0.105263157894737
175,15,B,19,3,0.157894736842105
175,16,A,12,8,0.666666666666667
175,16,B,12,1,0.083333333333333
175,17,A,16,15,0.9375
175,17,B,16,6,0.375
175,18,A,11,5,0.454545454545455
175,18,B,11,4,0.363636363636364
175,19,A,17,6,0.352941176470588
175,19,B,17,10,0.588235294117647
175,20,A,15,0,0
175,20,B,15,4,0.266666666666667
175,21,A,8,0,0
175,21,B,8,2,0.25
175,22,A,10,5,0.5
175,22,B,10,3,0.3
175,23,A,17,14,0.823529411764706
175,23,B,17,8,0.470588235294118
175,24,A,10,4,0.4
175,24,B,10,2,0.2
175,25,A,13,5,0.384615384615385
175,25,B,13,8,0.615384615384615
175,26,A,16,6,0.375
175,26,B,16,3,0.1875
175,27,A,9,8,0.888888888888889
175,27,B,9,5,0.555555555555556
175,28,A,20,10,0.5
175,28,B,20,1,0.05
175,29,A,20,10,0.5
175,29,B,20,8,0.4
175,30,A,16,13,0.8125
175,30,B,16,4,0.25
175,31,A,9,8,0.888888888888889
175,31,B,9,3,0.333333333333333
175,32,A,18,18,1
175,32,B,18,2,0.111111111111111
175,33,A,12,10,0.833333333333333
175,33,B,12,2,0.166666666666667
175,34,A,12,6,0.5
175,34,B,12,4,0.333333333333333
175,35,A,18,8,0.444444444444444
175,35,B,18,8,0.444444444444444
175,36,A,8,5,0.625
175,36,B,8,5,0.625
175,37,A,17,10,0.588235294117647
175,37,B,17,2,0.117647058823529
175,38,A,19,1,0.052631578947369
175,38,B,19,8,0.421052631578947
175,39,A,19,16,0.842105263157895
175,39,B,19,11,0.578947368421053
175,40,A,18,3,0.166666666666667
175,40,B,18,1,0.055555555555556
175,41,A,10,8,0.8
175,41,B,10,3,0.3
175,42,A,18,11,0.611111111111111
175,42,B,18,1,0.055555555555556
175,43,A,20,0,0
175,43,B,20,1,0.05
175,44,A,17,15,0.882352941176471
175,44,B,17,0,0
175,45,A,21,14,0.666666666666667
175,45,B,21,11,0.523809523809524
175,46,A,16,7,0.4375
175,46,B,16,2,0.125
175,47,A,19,8,0.421052631578947
175,47,B,19,3,0.157894736842105
175,48,A,19,18,0.947368421052632
175,48,B,19,5,0.263157894736842
175,49,A,15,9,0.6
175,49,B,15,5,0.333333333333333
175,50,A,11,0,0
175,50,B,11,1,0.090909090909091
175,51,A,16,13,0.8125
175,51,B,16,3,0.1875
175,52,A,8,5,0.625
175,52,B,8,1,0.125
175,53,A,16,3,0.1875
175,53,B,16,4,0.25
175,54,A,9,7,0.777777777777778
175,54,B,9,2,0.222222222222222
175,55,A,14,4,0.285714285714286
175,55,B,14,8,0.571428571428571
175,56,A,11,0,0
175,56,B,11,1,0.090909090909091
175,57,A,9,1,0.111111111111111
175,57,B,9,0,0
175,58,A,12,8,0.666666666666667
175,58,B,12,0,0
175,59,A,13,3,0.230769230769231
175,59,B,13,2,0.153846153846154
175,60,A,8,7,0.875
175,60,B,8,0,0
175,61,A,19,19,1
175,61,B,19,5,0.263157894736842
175,62,A,16,0,0
175,62,B,16,1,0.0625
175,63,A,11,8,0.727272727272727
175,63,B,11,3,0.272727272727273
175,64,A,8,6,0.75
175,64,B,8,4,0.5
175,65,A,10,10,1
175,65,B,10,6,0.6
175,66,A,16,8,0.5
175,66,B,16,1,0.0625
175,67,A,10,10,1
175,67,B,10,2,0.2
175,68,A,16,12,0.75
175,68,B,16,7,0.4375
175,69,A,13,11,0.846153846153846
175,69,B,13,3,0.230769230769231
175,70,A,17,10,0.588235294117647
175,70,B,17,10,0.588235294117647
175,71,A,12,2,0.166666666666667
175,71,B,12,5,0.416666666666667
175,72,A,9,2,0.222222222222222
175,72,B,9,4,0.444444444444444
175,73,A,7,3,0.428571428571429
175,73,B,7,1,0.142857142857143
175,74,A,13,5,0.384615384615385
175,74,B,13,7,0.538461538461538
175,75,A,14,1,0.071428571428572
175,75,B,14,9,0.642857142857143
175,76,A,13,3,0.230769230769231
175,76,B,13,1,0.076923076923077
175,77,A,9,3,0.333333333333333
175,77,B,9,5,0.555555555555556
175,78,A,17,5,0.294117647058823
175,78,B,17,3,0.176470588235294
175,79,A,14,9,0.642857142857143
175,79,B,14,8,0.571428571428571
175,80,A,7,1,0.142857142857143
175,80,B,7,4,0.571428571428571
175,81,A,21,17,0.80952380952381
175,81,B,21,3,0.142857142857143
175,82,A,14,3,0.214285714285714
175,82,B,14,6,0.428571428571429
175,83,A,18,14,0.777777777777778
175,83,B,18,0,0
175,84,A,14,5,0.357142857142857
175,84,B,14,2,0.142857142857143
175,85,A,11,7,0.636363636363636
175,85,B,11,1,0.090909090909091
175,86,A,9,4,0.444444444444444
175,86,B,9,3,0.333333333333333
175,87,A,16,4,0.25
175,87,B,16,9,0.5625
175,88,A,20,18,0.9
175,88,B,20,8,0.4
175,89,A,14,5,0.357142857142857
175,89,B,14,3,0.214285714285714
176,0,A,15,5,0.333333333333333
176,0,B,15,1,0.066666666666667
176,1,A,11,5,0.454545454545455
176,1,B,11,1,0.090909090909091
176,2,A,22,3,0.136363636363636
176,2,B,22,1,0.045454545454546
176,3,A,7,0,0
176,3,B,7,0,0
176,4,A,19,1,0.052631578947369
176,4,B,19,3,0.157894736842105
176,5,A,19,3,0.157894736842105
176,5,B,19,1,0.052631578947369
176,6,A,22,2,0.090909090909091
176,6,B,22,0,0
176,7,A,12,2,0.166666666666667
176,7,B,12,1,0.083333333333333
176,8,A,21,9,0.428571428571429
176,8,B,21,0,0
176,9,A,15,7,0.466666666666667
176,9,B,15,1,0.066666666666667
176,10,A,17,4,0.235294117647059
176,10,B,17,1,0.058823529411765
176,11,A,7,1,0.142857142857143
176,11,B,7,0,0
176,12,A,21,9,0.428571428571429
176,12,B,21,0,0
176,13,A,21,5,0.238095238095238
176,13,B,21,0,0
176,14,A,13,5,0.384615384615385
176,14,B,13,1,0.076923076923077
176,15,A,15,3,0.2
176,15,B,15,1,0.066666666666667
176,16,A,11,5,0.454545454545455
176,16,B,11,1,0.090909090909091
176,17,A,15,0,0
176,17,B,15,1,0.066666666666667
176,18,A,11,5,0.454545454545455
176,18,B,11,0,0
176,19,A,12,2,0.166666666666667
176,19,B,12,1,0.083333333333333
176,20,A,9,1,0.111111111111111
176,20,B,9,0,0
176,21,A,19,5,0.263157894736842
176,21,B,19,2,0.105263157894737
176,22,A,16,0,0
176,22,B,16,0,0
176,23,A,10,2,0.2
176,23,B,10,0,0
176,24,A,10,3,0.3
176,24,B,10,0,0
176,25,A,17,7,0.411764705882353
176,25,B,17,2,0.117647058823529
176,26,A,7,3,0.428571428571429
176,26,B,7,0,0
176,27,A,16,6,0.375
176,27,B,16,1,0.0625
176,28,A,18,6,0.333333333333333
176,28,B,18,2,0.111111111111111
176,29,A,17,6,0.352941176470588
176,29,B,17,0,0
176,30,A,9,1,0.111111111111111
176,30,B,9,0,0
176,31,A,8,0,0
176,31,B,8,0,0
176,32,A,14,3,0.214285714285714
176,32,B,14,1,0.071428571428572
176,33,A,21,4,0.19047619047619
176,33,B,21,0,0
176,34,A,16,6,0.375
176,34,B,16,2,0.125
176,35,A,22,9,0.409090909090909
176,35,B,22,0,0
176,36,A,13,1,0.076923076923077
176,36,B,13,1,0.076923076923077
176,37,A,13,3,0.230769230769231
176,37,B,13,0,0
176,38,A,20,4,0.2
176,38,B,20,2,0.1
176,39,A,7,1,0.142857142857143
176,39,B,7,0,0
176,40,A,19,9,0.473684210526316
176,40,B,19,0,0
176,41,A,20,4,0.2
176,41,B,20,1,0.05
176,42,A,10,0,0
176,42,B,10,0,0
176,43,A,18,2,0.111111111111111
176,43,B,18,2,0.111111111111111
176,44,A,12,0,0
176,44,B,12,0,0
176,45,A,21,3,0.142857142857143
176,45,B,21,0,0
176,46,A,9,4,0.444444444444444
176,46,B,9,1,0.111111111111111
176,47,A,12,5,0.416666666666667
176,47,B,12,1,0.083333333333333
176,48,A,20,7,0.35
176,48,B,20,3,0.15
176,49,A,15,7,0.466666666666667
176,49,B,15,0,0
176,50,A,9,0,0
176,50,B,9,0,0
176,51,A,20,8,0.4
176,51,B,20,1,0.05
176,52,A,21,1,0.047619047619048
176,52,B,21,1,0.047619047619048
176,53,A,15,4,0.266666666666667
176,53,B,15,2,0.133333333333333
176,54,A,8,2,0.25
176,54,B,8,0,0
176,55,A,21,11,0.523809523809524
176,55,B,21,0,0
176,56,A,14,7,0.5
176,56,B,14,0,0
176,57,A,15,4,0.266666666666667
176,57,B,15,0,0
176,58,A,11,0,0
176,58,B,11,1,0.090909090909091
176,59,A,21,3,0.142857142857143
176,59,B,21,1,0.047619047619048
176,60,A,10,3,0.3
176,60,B,10,1,0.1
176,61,A,17,8,0.470588235294118
176,61,B,17,2,0.117647058823529
176,62,A,15,4,0.266666666666667
176,62,B,15,1,0.066666666666667
176,63,A,21,5,0.238095238095238
176,63,B,21,0,0
176,64,A,21,5,0.238095238095238
176,64,B,21,3,0.142857142857143
176,65,A,8,3,0.375
176,65,B,8,0,0
176,66,A,15,1,0.066666666666667
176,66,B,15,0,0
176,67,A,12,2,0.166666666666667
176,67,B,12,0,0
176,68,A,15,3,0.2
176,68,B,15,1,0.066666666666667
176,69,A,17,0,0
176,69,B,17,0,0
176,70,A,14,6,0.428571428571429
176,70,B,14,1,0.071428571428572
176,71,A,12,0,0
176,71,B,12,1,0.083333333333333
176,72,A,16,0,0
176,72,B,16,2,0.125
176,73,A,8,1,0.125
176,73,B,8,0,0
176,74,A,18,4,0.222222222222222
176,74,B,18,2,0.111111111111111
176,75,A,11,1,0.090909090909091
176,75,B,11,0,0
176,76,A,9,4,0.444444444444444
176,76,B,9,1,0.111111111111111
176,77,A,20,0,0
176,77,B,20,0,0
176,78,A,22,1,0.045454545454546
176,78,B,22,3,0.136363636363636
176,79,A,17,6,0.352941176470588
176,79,B,17,1,0.058823529411765
176,80,A,19,3,0.157894736842105
176,80,B,19,2,0.105263157894737
176,81,A,14,4,0.285714285714286
176,81,B,14,0,0
176,82,A,13,1,0.076923076923077
176,82,B,13,1,0.076923076923077
176,83,A,13,0,0
176,83,B,13,0,0
176,84,A,12,1,0.083333333333333
176,84,B,12,0,0
176,85,A,9,2,0.222222222222222
176,85,B,9,0,0
176,86,A,18,7,0.388888888888889
176,86,B,18,0,0
176,87,A,15,6,0.4
176,87,B,15,2,0.133333333333333
176,88,A,16,6,0.375
176,88,B,16,0,0
176,89,A,8,3,0.375
176,89,B,8,0,0
177,0,A,5,0,0
177,0,B,5,0,0
177,1,A,5,0,0
177,1,B,5,0,0
177,2,A,6,0,0
177,2,B,6,0,0
177,3,A,3,0,0
177,3,B,3,0,0
177,4,A,3,0,0
177,4,B,3,0,0
177,5,A,5,0,0
177,5,B,5,0,0
177,6,A,4,0,0
177,6,B,4,0,0
177,7,A,3,0,0
177,7,B,3,0,0
177,8,A,5,0,0
177,8,B,5,0,0
177,9,A,7,0,0
177,9,B,7,0,0
177,10,A,5,0,0
177,10,B,5,0,0
177,11,A,5,1,0.2
177,11,B,5,0,0
177,12,A,4,0,0
177,12,B,4,0,0
177,13,A,5,1,0.2
177,13,B,5,0,0
177,14,A,3,0,0
177,14,B,3,0,0
177,15,A,3,0,0
177,15,B,3,0,0
177,16,A,4,0,0
177,16,B,4,0,0
177,17,A,5,0,0
177,17,B,5,0,0
177,18,A,5,0,0
177,18,B,5,0,0
177,19,A,7,0,0
177,19,B,7,0,0
177,20,A,3,0,0
177,20,B,3,0,0
177,21,A,5,0,0
177,21,B,5,0,0
177,22,A,6,1,0.166666666666667
177,22,B,6,0,0
177,23,A,3,0,0
177,23,B,3,0,0
177,24,A,6,1,0.166666666666667
177,24,B,6,0,0
177,25,A,4,0,0
177,25,B,4,0,0
177,26,A,3,0,0
177,26,B,3,0,0
177,27,A,3,0,0
177,27,B,3,0,0
177,28,A,6,1,0.166666666666667
177,28,B,6,0,0
177,29,A,4,0,0
177,29,B,4,0,0
177,30,A,6,1,0.166666666666667
177,30,B,6,0,0
177,31,A,6,0,0
177,31,B,6,0,0
177,32,A,5,1,0.2
177,32,B,5,0,0
177,33,A,5,0,0
177,33,B,5,0,0
177,34,A,4,0,0
177,34,B,4,0,0
177,35,A,2,0,0
177,35,B,2,0,0
177,36,A,3,0,0
177,36,B,3,0,0
177,37,A,6,0,0
177,37,B,6,0,0
177,38,A,4,0,0
177,38,B,4,0,0
177,39,A,5,0,0
177,39,B,5,0,0
177,40,A,2,0,0
177,40,B,2,0,0
177,41,A,6,1,0.166666666666667
177,41,B,6,0,0
177,42,A,3,0,0
177,42,B,3,0,0
177,43,A,3,0,0
177,43,B,3,0,0
177,44,A,7,0,0
177,44,B,7,0,0
177,45,A,6,0,0
177,45,B,6,0,0
177,46,A,5,0,0
177,46,B,5,0,0
177,47,A,3,0,0
177,47,B,3,0,0
177,48,A,5,0,0
177,48,B,5,0,0
177,49,A,5,0,0
177,49,B,5,0,0
177,50,A,4,0,0
177,50,B,4,0,0
177,51,A,5,1,0.2
177,51,B,5,0,0
177,52,A,4,0,0
177,52,B,4,0,0
177,53,A,2,0,0
177,53,B,2,0,0
177,54,A,4,0,0
177,54,B,4,0,0
177,55,A,5,0,0
177,55,B,5,0,0
177,56,A,4,0,0
177,56,B,4,0,0
177,57,A,4,0,0
177,57,B,4,0,0
177,58,A,3,0,0
177,58,B,3,0,0
177,59,A,5,0,0
177,59,B,5,0,0
177,60,A,3,0,0
177,60,B,3,0,0
177,61,A,6,0,0
177,61,B,6,0,0
177,62,A,2,0,0
177,62,B,2,0,0
177,63,A,6,0,0
177,63,B,6,0,0
177,64,A,3,0,0
177,64,B,3,0,0
177,65,A,6,0,0
177,65,B,6,0,0
177,66,A,6,1,0.166666666666667
177,66,B,6,0,0
177,67,A,2,0,0
177,67,B,2,0,0
177,68,A,6,0,0
177,68,B,6,0,0
177,69,A,6,1,0.166666666666667
177,69,B,6,0,0
177,70,A,5,0,0
177,70,B,5,0,0
177,71,A,3,0,0
177,71,B,3,0,0
177,72,A,4,0,0
177,72,B,4,0,0
177,73,A,3,0,0
177,73,B,3,0,0
177,74,A,5,0,0
177,74,B,5,0,0
177,75,A,5,0,0
177,75,B,5,0,0
177,76,A,4,0,0
177,76,B,4,0,0
177,77,A,4,0,0
177,77,B,4,0,0
177,78,A,4,0,0
177,78,B,4,0,0
177,79,A,5,0,0
177,79,B,5,0,0
177,80,A,5,0,0
177,80,B,5,0,0
177,81,A,5,0,0
177,81,B,5,0,0
177,82,A,3,0,0
177,82,B,3,0,0
177,83,A,4,0,0
177,83,B,4,0,0
177,84,A,5,0,0
177,84,B,5,0,0
177,85,A,3,0,0
177,85,B,3,0,0
177,86,A,3,0,0
177,86,B,3,0,0
177,87,A,4,0,0
177,87,B,4,0,0
177,88,A,3,0,0
177,88,B,3,0,0
177,89,A,7,0,0
177,89,B,7,0,0
178,0,A,13,0,0
178,0,B,13,7,0.538461538461538
178,1,A,22,1,0.045454545454546
178,1,B,22,15,0.681818181818182
178,2,A,17,4,0.235294117647059
178,2,B,17,3,0.176470588235294
178,3,A,14,1,0.071428571428572
178,3,B,14,13,0.928571428571429
178,4,A,22,7,0.318181818181818
178,4,B,22,2,0.090909090909091
178,5,A,16,1,0.0625
178,5,B,16,4,0.25
178,6,A,15,1,0.066666666666667
178,6,B,15,14,0.933333333333333
178,7,A,15,0,0
178,7,B,15,3,0.2
178,8,A,19,5,0.263157894736842
178,8,B,19,0,0
178,9,A,25,1,0.04
178,9,B,25,26,1.04
178,10,A,15,1,0.066666666666667
178,10,B,15,5,0.333333333333333
178,11,A,20,0,0
178,11,B,20,3,0.15
178,12,A,17,6,0.352941176470588
178,12,B,17,16,0.941176470588235
178,13,A,18,5,0.277777777777778
178,13,B,18,11,0.611111111111111
178,14,A,20,7,0.35
178,14,B,20,13,0.65
178,15,A,23,7,0.304347826086957
178,15,B,23,18,0.782608695652174
178,16,A,20,7,0.35
178,16,B,20,13,0.65
178,17,A,15,2,0.133333333333333
178,17,B,15,13,0.866666666666667
178,18,A,22,5,0.227272727272727
178,18,B,22,8,0.363636363636364
178,19,A,19,1,0.052631578947369
178,19,B,19,3,0.157894736842105
178,20,A,31,10,0.32258064516129
178,20,B,31,1,0.032258064516129
178,21,A,12,1,0.083333333333333
178,21,B,12,3,0.25
178,22,A,16,2,0.125
178,22,B,16,4,0.25
178,23,A,18,3,0.166666666666667
178,23,B,18,9,0.5
178,24,A,22,1,0.045454545454546
178,24,B,22,5,0.227272727272727
178,25,A,22,4,0.181818181818182
178,25,B,22,10,0.454545454545455
178,26,A,22,1,0.045454545454546
178,26,B,22,14,0.636363636363636
178,27,A,28,9,0.321428571428571
178,27,B,28,13,0.464285714285714
178,28,A,28,1,0.035714285714286
178,28,B,28,24,0.857142857142857
178,29,A,13,4,0.307692307692308
178,29,B,13,3,0.230769230769231
178,30,A,26,6,0.230769230769231
178,30,B,26,0,0
178,31,A,20,7,0.35
178,31,B,20,12,0.6
178,32,A,14,3,0.214285714285714
178,32,B,14,9,0.642857142857143
178,33,A,21,7,0.333333333333333
178,33,B,21,17,0.80952380952381
178,34,A,30,3,0.1
178,34,B,30,24,0.8
178,35,A,28,4,0.142857142857143
178,35,B,28,23,0.821428571428571
178,36,A,30,1,0.033333333333333
178,36,B,30,7,0.233333333333333
178,37,A,20,2,0.1
178,37,B,20,6,0.3
178,38,A,15,4,0.266666666666667
178,38,B,15,11,0.733333333333333
178,39,A,30,8,0.266666666666667
178,39,B,30,26,0.866666666666667
178,40,A,23,6,0.260869565217391
178,40,B,23,1,0.043478260869565
178,41,A,30,9,0.3
178,41,B,30,25,0.833333333333333
178,42,A,23,4,0.173913043478261
178,42,B,23,19,0.826086956521739
178,43,A,12,3,0.25
178,43,B,12,6,0.5
178,44,A,19,5,0.263157894736842
178,44,B,19,12,0.631578947368421
178,45,A,17,6,0.352941176470588
178,45,B,17,16,0.941176470588235
178,46,A,11,0,0
178,46,B,11,1,0.090909090909091
178,47,A,13,4,0.307692307692308
178,47,B,13,2,0.153846153846154
178,48,A,16,0,0
178,48,B,16,17,1.0625
178,49,A,12,2,0.166666666666667
178,49,B,12,6,0.5
178,50,A,25,2,0.08
178,50,B,25,7,0.28
178,51,A,12,2,0.166666666666667
178,51,B,12,1,0.083333333333333
178,52,A,28,4,0.142857142857143
178,52,B,28,25,0.892857142857143
178,53,A,14,3,0.214285714285714
178,53,B,14,7,0.5
178,54,A,22,6,0.272727272727273
178,54,B,22,4,0.181818181818182
178,55,A,21,4,0.19047619047619
178,55,B,21,6,0.285714285714286
178,56,A,21,5,0.238095238095238
178,56,B,21,6,0.285714285714286
178,57,A,11,2,0.181818181818182
178,57,B,11,4,0.363636363636364
178,58,A,29,10,0.344827586206897
178,58,B,29,10,0.344827586206897
178,59,A,22,4,0.181818181818182
178,59,B,22,22,1
178,60,A,16,3,0.1875
178,60,B,16,4,0.25
178,61,A,22,0,0
178,61,B,22,11,0.5
178,62,A,29,6,0.206896551724138
178,62,B,29,0,0
178,63,A,14,2,0.142857142857143
178,63,B,14,8,0.571428571428571
178,64,A,13,1,0.076923076923077
178,64,B,13,11,0.846153846153846
178,65,A,26,3,0.115384615384615
178,65,B,26,1,0.038461538461539
178,66,A,16,1,0.0625
178,66,B,16,12,0.75
178,67,A,19,4,0.210526315789474
178,67,B,19,1,0.052631578947369
178,68,A,19,5,0.263157894736842
178,68,B,19,14,0.736842105263158
178,69,A,26,4,0.153846153846154
178,69,B,26,23,0.884615384615385
178,70,A,10,1,0.1
178,70,B,10,3,0.3
178,71,A,22,1,0.045454545454546
178,71,B,22,4,0.181818181818182
178,72,A,14,4,0.285714285714286
178,72,B,14,8,0.571428571428571
178,73,A,19,5,0.263157894736842
178,73,B,19,10,0.526315789473684
178,74,A,10,2,0.2
178,74,B,10,8,0.8
178,75,A,15,5,0.333333333333333
178,75,B,15,12,0.8
178,76,A,28,1,0.035714285714286
178,76,B,28,25,0.892857142857143
178,77,A,31,10,0.32258064516129
178,77,B,31,29,0.935483870967742
178,78,A,14,4,0.285714285714286
178,78,B,14,6,0.428571428571429
178,79,A,25,4,0.16
178,79,B,25,23,0.92
178,80,A,28,2,0.071428571428572
178,80,B,28,25,0.892857142857143
178,81,A,22,2,0.090909090909091
178,81,B,22,12,0.545454545454545
